LaunchSite,NameOfSatellite,CountryOrgOfUNRegistry,CountryOfOperatoOwner,Operator.Owner,Users,Purpose,ClassOfOrbit,Perigee,Apogee,MeanDistance,Radius,LaunchMass,DateOfLaunch,Contractor,CountryOfContractor,LaunchVehicle,LaunchVehicleCategory,lat,lon
Guiana Space Center,COMSATBw-1 (COmmunications SATellite f_r BundesWehr),Germany,USA,Armed Forces,Military,Communications,GEO,35773,35799,35786,47.79,2440,01-Oct-09,Thales Alenia Space,France/Italy,Ariane 5,Ariane,5.2079,-52.7724
Baikonur Cosmodrome,Measat 3A (Malaysia East Asia Sat 3A),Malaysia,USA,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,GEO,35728,35788,35758,47.76,2417,21-Jun-09,Orbital Sciences Corp.,USA,Zenit 3SLB,Other,45.6,63.4
Guiana Space Center,Optus D2,Australia,USA,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,GEO,35774,35799,35787,47.79,2400,05-Oct-07,Orbital Sciences Corp.,USA,Ariane 5,Ariane,5.2079,-52.7724
Baikonur Cosmodrome,Raduga 1-M3 ,Russia,USA,Ministry of Defense,Military,Communications,GEO,35777,35797,35787,47.79,2400,11-Nov-13,OAO Resetneva,Russia,Proton M,Proton,45.6,63.4
Baikonur Cosmodrome,"Raduga 1-8 (Raduga 1-M1, Cosmos 2450)",Russia,USA,Ministry of Defense,Military,Communications,GEO,35612,35949,35781,47.78,2400,28-Feb-09,Applied Mechanics (NPO),Russia,Proton K,Proton,45.6,63.4
Cape Canaveral,DSP 20 (USA 149) (Defense Support Program),USA,USA,Air Force,Military,Earth Observation,GEO,35897,35909,35903,47.9,2380,18-May-00,TRW and Aerojet Electronics Systems,USA,Titan IVB,Other,28.5,-81
Cape Canaveral,DSP 18 (USA 130) (Defense Support Program),USA,USA,Air Force,Military,Earth Observation,GEO,35780,35800,35790,47.79,2380,23-Feb-97,TRW and Aerojet Electronics Systems,USA,Titan IVB,Other,28.5,-81
Cape Canaveral,DSP 21 (USA 159) (Defense Support Program),USA,USA,Air Force,Military,Earth Observation,GEO,35765,35810,35788,47.79,2380,06-Aug-01,TRW and Aerojet Electronics Systems,USA,Titan 4B,Other,28.5,-81
Cape Canaveral,DSP 22 (USA 176) (Defense Support Program),USA,USA,Air Force,Military,Earth Observation,GEO,35741,35832,35787,47.79,2380,14-Feb-04,Northrup Grumman (formerly TRW),USA,Titan 4B,Other,28.5,-81
Cape Canaveral,"AMC-11 (Americom-11, GE 11)",USA,USA,SES World Skies,Commercial,Communications,GEO,35774,35797,35786,47.79,2340,19-May-04,Lockheed Martin,USA,Atlas 2AS,Atlas,28.5,-81
Cape Canaveral,"AMC-10 (Americom-10, GE 10)",USA,USA,SES World Skies,Commercial,Communications,GEO,35775,35797,35786,47.79,2315,05-Feb-04,Lockheed Martin,USA,Atlas 2AS,Atlas,28.5,-81
Cape Canaveral,FLTSATCOM-8 (USA 46),USA,USA,US Navy,Military,Communications,GEO,35745,35829,35787,47.79,2310,25-Sep-89,"TRW, Defense and Space Systems Group",USA,Atlas Centaur,Atlas,28.5,-81
Guiana Space Center,Horizons 2,USA,USA,"Horizons 2 Satellite, LLC (Intelsat, Sky Perfect JSAT Corporation)",Commercial,Communications,GEO,35777,35796,35787,47.79,2300,21-Dec-07,Orbital Sciences Corp.,USA,Ariane 5,Ariane,5.2079,-52.7724
Guiana Space Center,Optus D1 ,Australia,USA,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,GEO,35774,35797,35786,47.79,2300,13-Oct-06,Orbital Sciences Corp.,USA,Ariane 5 ECA,Ariane,5.2079,-52.7724
Taiyuan Launch Center,Fengyun 3C (FY-3C),China,Russia,China Meteorological Administration,Government,Earth Observation,LEO,827,828,828,12.83,2300,23-Sep-13,Shanghai Academy of Space Flight Technology,China,Long March 4C,Long March,37.5,112.6
Taiyuan Launch Center,Fengyun 3B (FY-3B),China,Russia,China Meteorological Administration,Government,Earth Observation,LEO,827,828,828,12.83,2300,04-Nov-10,Shanghai Academy of Space Flight Technology,China,Long March 4C,Long March,37.5,112.6
Taiyuan Launch Center,Fengyun 3A (FY-3A),China,Russia,China Meteorological Administration,Government,Earth Observation,LEO,820,835,828,12.83,2300,27-May-08,Shanghai Academy of Space Flight Technology,China,Long March 4C,Long March,37.5,112.6
Xichang Satellite Launch Center,Beidou G5 (Compass G-11),China,USA,Chinese Defense Ministry,Government/Military,Navigation/Global Positioning,GEO,35776,35799,35788,47.79,2300,24-Feb-12,Space Technology Research Institute (part of CASC),China,Long March 3A,Long March,28.25,102
Guiana Space Center,Sentinel 2A,NR,Multinational,EUMETSAT,Government,Earth Observation,LEO,787,788,788,12.79,2300,23-Jun-15,Airbus Defense and Space,France/Germany/UK,Vega,Other,5.2079,-52.7724
Guiana Space Center,Sentinel 1B,NR (6/16),Japan,EUMETSAT,Government,Earth Observation,LEO,695,697,696,12.7,2300,25-Apr-16,Thales Alenia Space,France,Soyuz 2.1a,Soyuz,5.2079,-52.7724
Guiana Space Center,Sentinel 1A,ESA,Japan,EUMETSAT,Government,Earth Observation,LEO,691,693,692,12.69,2300,03-Apr-14,Thales Alenia Space Italia,Italy,Soyuz,Soyuz,5.2079,-52.7724
Xichang Satellite Launch Center,"TianLian 2 (TL-1-02, CTDRS)",China,USA,Chinese Academy of Space Technology (CAST),Government,Communications,GEO,37778,37794,37786,49.79,2250,11-Jul-11,Chinese Academy of Space Technology (CAST),China,Long March 3C,Long March,28.25,102
Guiana Space Center,HYLAS 1 (Highly Adaptable Satellite),United Kingdom,USA,"Avanti Communications, PLC",Commercial,Communications,GEO,35770,35803,35787,47.79,2242,26-Nov-10,EADS Astrium,France,Ariane 5,Ariane,5.2079,-52.7724
Cape Canaveral,STSS Demo-1 (Space Tracking and Surveillance System Demonstrator),USA,Russia,Missile Defense Agency (MDA),Military,Technology Development,LEO,1347,1352,1350,13.35,2240,25-Sep-09,Northrop Grumman,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,STSS Demo-2 (Space Tracking and Surveillance System Demonstrator),USA,Russia,Missile Defense Agency (MDA),Military,Technology Development,LEO,1339,1351,1345,13.35,2240,25-Sep-09,Northrop Grumman,USA,Delta 2,Delta,28.5,-81
Guiana Space Center,NSS-9,United Kingdom,USA,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,GEO,35784,35792,35788,47.79,2238,11-Feb-09,Orbital Sciences Corp.,USA,Ariane 5 ECA,Ariane,5.2079,-52.7724
Vandenberg AFB,"NOAA-18 (NOAA-N, COSPAS-SARSAT)",USA,Russia,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,LEO,843,864,854,12.85,2223,20-May-05,Lockheed Martin Space Systems,USA,Delta 2,Delta,34.4,-120.35
Vandenberg AFB,NOAA-15 (NOAA-K),USA,Russia,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,LEO,800,816,808,12.81,2223,13-May-98,Lockheed Martin Missiles & Space,USA,Titan 2,Other,34.4,-120.35
Cape Canaveral,"Navstar GPS IIR-6 (Navstar SVN 41, PRN 14, USA 154)",USA,USA,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20177,20498,20338,32.34,2217,10-Nov-00,Lockheed Martin,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-5 (Navstar SVN 44, PRN 28, USA 151)",USA,USA,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20184,20427,20306,32.31,2217,16-Jul-00,Lockheed Martin,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-8 (Navstar SVN 56, PRN 16, USA 166)",USA,USA,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20155,20344,20250,32.25,2217,29-Jan-03,Lockheed Martin,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-9 (Navstar SVN 45, PRN 21, USA 168)",USA,USA,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20063,20433,20248,32.25,2217,31-Mar-03,Lockheed Martin,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-2 (Navstar SVN 43, PRN 13, USA 132)",USA,USA,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20123,20247,20185,32.19,2217,23-Jul-97,Lockheed Martin,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-7 (Navstar SVN 54, PRN 18, USA 156)",USA,USA,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20104,20266,20185,32.19,2217,30-Jan-01,Lockheed Martin,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-4 (Navstar SVN 51, PRN 20, USA 150)",USA,USA,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20133,20234,20184,32.18,2217,11-May-00,Lockheed Martin,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-11 (Navstar SVN 59, PRN 19, USA 177)",USA,United Kingdom,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20089,20276,20183,32.18,2217,20-Mar-04,Lockheed Martin,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-M-1 (Navstar SVN 53, PRN 17, USA 183)",USA,United Kingdom,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20142,20221,20182,32.18,2217,26-Sep-05,Lockheed Martin,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-12 (Navstar SVN 60, PRN 23, USA 178)",USA,United Kingdom,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20072,20292,20182,32.18,2217,23-Jun-04,Lockheed Martin,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-13 (Navstar SVN 61, PRN 02, USA 180)",USA,United Kingdom,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,19938,20426,20182,32.18,2217,06-Nov-04,Lockheed Martin,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-3 (Navstar SVN 46, PRN 11, USA 145)",USA,United Kingdom,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20096,20268,20182,32.18,2217,07-Oct-99,Lockheed Martin,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-M-4 (Navstar SVN 55, PRN 15, USA 196)",USA,United Kingdom,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20149,20213,20181,32.18,2217,17-Oct-07,Lockheed Martin Missiles and Space,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-10 (Navstar SVN 47, PRN 22, USA 175)",USA,United Kingdom,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,19963,20327,20145,32.15,2217,21-Dec-03,Lockheed Martin,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-M-6 (Navstar SVN 48, PRN 07, USA 201)",USA,United Kingdom,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20135,20152,20144,32.14,2217,15-Mar-08,Lockheed Martin,USA,Delta 2,Delta,28.5,-81
Xichang Satellite Launch Center,Beidou G1 (Compass G-1),China,USA,Chinese Defense Ministry,Government/Military,Navigation/Global Positioning,GEO,35768,35803,35786,47.79,2200,16-Jan-10,Space Technology Research Institute (part of CASC),China,Long March 3C,Long March,28.25,102
Xichang Satellite Launch Center,Beidou G3 (Compass G-3),China,USA,Chinese Defense Ministry,Government/Military,Navigation/Global Positioning,GEO,35774,35797,35786,47.79,2200,02-Jun-10,Space Technology Research Institute (part of CASC),China,Long March 3,Long March,28.25,102
Xichang Satellite Launch Center,"TianLian 3 (TL-1-03, CTDRS)",China,USA,Chinese Academy of Space Technology (CAST),Government,Communications,GEO,35768,35802,35785,47.79,2200,25-Jul-12,Chinese Academy of Space Technology (CAST),China,Long March 3C,Long March,28.25,102
Xichang Satellite Launch Center,Beidou M1 (Compass M1),China,USA,Chinese Defense Ministry,Government/Military,Navigation/Global Positioning,MEO,21519,21545,21532,33.53,2200,14-Apr-07,Space Technology Research Institute (part of CASC),China,Long March 3A,Long March,28.25,102
Xichang Satellite Launch Center,Beidou 2-12 (Compass M3),China,USA,Chinese Defense Ministry,Government/Military,Navigation/Global Positioning,MEO,21460,21595,21528,33.53,2200,28-Apr-12,Space Technology Research Institute (part of CASC),China,Long March 3B,Long March,28.25,102
Xichang Satellite Launch Center,Beidou 2-13 (Compass M4),China,USA,Chinese Defense Ministry,Government/Military,Navigation/Global Positioning,MEO,21452,21603,21528,33.53,2200,28-Apr-12,Space Technology Research Institute (part of CASC),China,Long March 3B,Long March,28.25,102
Satish Dhawan Space Center,INSAT 4CR (Indian National Satellite),India,USA,Indian Space Research Organization (ISRO),Government,Communications,GEO,37782,37791,37787,49.79,2130,02-Sep-07,Indian Space Research Organization (ISRO),India,GSLV F04,Other,13.9,80.4
Vandenberg AFB,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),USA,Russia,National Oceanographic and Atmospheric Administration (NOAA)/NASA,Government,Earth Observation,LEO,827,827,827,12.83,2128,28-Oct-11,Ball Aerospace,USA,Delta 2,Delta,34.4,-120.35
Tanegashima Space Center,"Daichi-2 (Advanced Land Observing Satellite-2, ALOS 2 2)",NR,ESA,Japan Aerospace Exploration Agency (JAXA),Government,Earth Observation,LEO,630,635,633,12.63,2120,24-May-14,Mitsubishi Electric,Japan,H-2A,Other,30.4,131
Satish Dhawan Space Center,GSAT-6 (Insat 4-E),NR,USA,Indian National Satellite (INSAT),Commercial/Government,Communications,GEO,35775,35775,35775,47.78,2110,27-Aug-15,Indian Space Research Organization (ISRO),India,GSLV,Other,13.9,80.4
Baikonur Cosmodrome,Express-AM8,Russia,USA,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,GEO,35784,35788,35786,47.79,2100,14-Sep-15,ISS Reshetnev,Russia,Proton DM,Proton,45.6,63.4
Guiana Space Center,INSAT 3D (Indian National Satellite),India,USA,Indian Space Research Organization (ISRO),Government,Earth Observation,GEO,35782,35791,35787,47.79,2090,25-Jul-13,ISRO Satellite Center,India,Ariane 5 ECA,Ariane,5.2079,-52.7724
Baikonur Cosmodrome,Galaxy-14,USA,USA,"PanAmSat (Intelsat, Ltd.)",Commercial,Communications,GEO,35776,35795,35786,47.79,2086,13-Aug-05,Orbital Sciences Corp.,USA,Soyuz-Fregat ,Soyuz,45.6,63.4
Guiana Space Center,AMC-18 (Americom 18),USA,USA,SES World Skies,Commercial,Communications,GEO,35773,35800,35787,47.79,2081,08-Dec-06,Lockheed Martin Missiles and Space,USA,Ariane 5,Ariane,5.2079,-52.7724
Cape Canaveral,INMARSAT 3 F3 ,NR,USA,"INMARSAT, Ltd.",Commercial,Communications,GEO,35761,35810,35786,47.79,2074,18-Dec-96,Lockheed Martin Commercial Space Systems,USA,Atlas,Atlas,28.5,-81
Baikonur Cosmodrome,INMARSAT 3 F2 ,NR,USA,"INMARSAT, Ltd.",Commercial,Communications,GEO,35763,35809,35786,47.79,2070,06-Sep-96,Lockheed Martin Commercial Space Systems,USA,Proton,Proton,45.6,63.4
Guiana Space Center,INMARSAT 3 F4 ,NR,USA,"INMARSAT, Ltd.",Commercial,Communications,GEO,35609,35642,35626,47.63,2066,03-Jun-97,Lockheed Martin Commercial Space Systems,USA,Ariane 44L,Ariane,5.2079,-52.7724
Cape Canaveral,INMARSAT 3 F1 ,NR,USA,"INMARSAT, Ltd.",Commercial,Communications,GEO,35764,35808,35786,47.79,2064,03-Apr-96,Lockheed Martin Commercial Space Systems,USA,Atlas 2A,Atlas,28.5,-81
Guiana Space Center,BSAT-3B,Japan,USA,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,33066,35725,34396,46.4,2060,28-Oct-10,Lockheed Martin Commercial Space Systems,USA,Ariane 5 ECA,Ariane,5.2079,-52.7724
Cape Canaveral,"Navstar GPS IIR-M-3 (Navstar SVN 58, PRN 12, USA 192)",USA,USA,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20206,20366,20286,32.29,2060,17-Nov-06,Lockheed Martin Missiles and Space,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-M-5 (Navstar SVN 57, PRN 29, USA 199)",USA,USA,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20150,20311,20231,32.23,2060,20-Dec-07,Lockheed Martin Missiles and Space,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-M-2 (Navstar SVN 52, PRN 31, USA 190)",USA,United Kingdom,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20020,20342,20181,32.18,2060,25-Sep-06,Lockheed Martin Missiles and Space,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,"Navstar GPS IIR-M-8 (Navstar SVN 50, PRN 05, USA 206)",USA,USA,DoD/US Air Force,Commercial/Military,Navigation/Global Positioning,MEO,20160,20209,20185,32.18,2059,17-Aug-09,Lockheed Martin Missiles and Space,USA,Delta 2,Delta,28.5,-81
Guiana Space Center,Galaxy-15,USA,USA,"PanAmSat (Intelsat, Ltd.)",Commercial,Communications,GEO,35776,35795,35786,47.79,2033,13-Oct-05,Orbital Sciences Corp.,USA,Ariane 5,Ariane,5.2079,-52.7724
Baikonur Cosmodrome,Thor-5 (Thor 2R),Norway,USA,Telenor Satellite Broadcasting,Commercial,Communications,GEO,35773,35798,35786,47.79,2024,11-Feb-08,Orbital Sciences Corp.,USA,Proton M,Proton,45.6,63.4
Guiana Space Center,"AMC-8 (Americom-8, GE-8, Aurora 3)",USA,USA,SES World Skies,Commercial,Communications,GEO,35773,35798,35786,47.79,2015,19-Dec-00,Lockheed Martin Commercial Space Systems,USA,Ariane 5G,Ariane,5.2079,-52.7724
Guiana Space Center,Meteosat 11 (MSG 4),EUMETSAT,USA,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Civil/Government,Earth Observation,GEO,35791,35795,35793,47.79,2000,15-Jul-15,Thales Alen,France/Italy,Ariane 5 ECA,Ariane,5.2079,-52.7724
Guiana Space Center,"Meteosat 10 (MSGalaxy-3,MSG 3)",EUMETSAT,USA,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Civil/Government,Earth Observation,GEO,35784,35791,35788,47.79,2000,05-Jul-12,Thales Alenia Space,France,Ariane 5 ECA,Ariane,5.2079,-52.7724
Guiana Space Center,"Meteosat 8 (MSGalaxy-1, MSG-1)",ESA/EUMETSAT,USA,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Civil/Government,Earth Observation,GEO,35781,35793,35787,47.79,2000,21-Aug-02,Alcatel,France,Ariane 5,Ariane,5.2079,-52.7724
Guiana Space Center,INMARSAT 3 F5 ,NR,USA,"INMARSAT, Ltd.",Commercial,Communications,GEO,35769,35803,35786,47.79,2000,04-Feb-98,Lockheed Martin Commercial Space Systems,USA,Ariane 44L,Ariane,5.2079,-52.7724
Guiana Space Center,"Meteosat 9 (MSGalaxy-2, MSG 2)",EUMETSAT,USA,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Civil/Government,Earth Observation,GEO,35775,35795,35785,47.79,2000,21-Dec-05,Alcatel/Alenia Space,France/Italy,Ariane 5G,Ariane,5.2079,-52.7724
Cape Canaveral,ABS-3A ,NR,USA,Asia Broadcast Satellite Ltd.,Commercial,Communications,GEO,35788,35803,35796,47.8,2000,02-Mar-15,Boeing Satellite Systems,USA,Falcon 9,Falcon,28.5,-81
Satish Dhawan Space Center,GSAT-14,India,USA,Indian Space Research Organization (ISRO),Government,Communications,GEO,35763,35810,35787,47.79,1982,05-Jan-14,Indian Space Research Organization (ISRO),India,GSLV,Other,13.9,80.4
Guiana Space Center,BSAT-3A,Japan,USA,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,35778,35794,35786,47.79,1980,14-Aug-07,Lockheed Martin Commercial Space Systems,USA,Ariane 5 ECA,Ariane,5.2079,-52.7724
Taiyuan Launch Center,CBERS 4 (China-Brazil Earth Resources Satellite 4),NR,Laos,China National Space Administration (China)/National Institute for Space Research (Brazil),Government,Earth Observation,LEO,738,748,743,12.74,1980,07-Dec-14,China Academy of Space Technology (CAST),China,Long March 4B,Long March,37.5,112.6
Guiana Space Center,"AMC-7 (Americom-7, GE-7)",USA,USA,SES World Skies,Commercial,Communications,GEO,35773,35798,35786,47.79,1935,14-Sep-00,Lockheed Martin Commercial Space Systems,USA,Ariane 5G,Ariane,5.2079,-52.7724
Guiana Space Center,Telkom 2,Indonesia,USA,PT Telkomunikasi,Commercial,Communications,GEO,35781,35793,35787,47.79,1930,16-Nov-05,Orbital Sciences Corp.,USA,Ariane 5 ECA,Ariane,5.2079,-52.7724
Tanegashima Space Center,"Global Change Observation Mission - 1 Water (GCOM-1, Shikuzu)",Japan,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Earth Observation,LEO,701,704,703,12.7,1900,17-May-12,Japan Aerospace Exploration Agency (JAXA),Japan,H-II2,Other,30.4,131
Satish Dhawan Space Center,RISat-1 (Radar Imaging Satellite 1),India,China,Ministry of Defense,Military,Earth Observation,LEO,538,541,540,12.54,1858,25-Apr-12,Indian Space Research Organization (ISRO),India,PSLV XL,PSLV,13.9,80.4
Jiuquan Satellite Launch Center,DAMPE (Dark Matter Particle Explorer),NR (1/16),China,Chinese Academy of Science,Government,Space Science,LEO,488,505,497,12.5,1850,17-Dec-15,Chinese Academy of Science,China,Long March 2D,Long March,40.96,99.9
Guiana Space Center,Nilesat 102 ,NR,USA,Egyptian Radio and TV Union ,Government,Communications,GEO,35764,35808,35786,47.79,1825,17-Aug-00,Matra Marconi,France,Ariane 44LP,Ariane,5.2079,-52.7724
Satish Dhawan Space Center,GSAT-2,India,USA,Indian Space Research Organization (ISRO),Government,Communications/Technology Development,GEO,35776,35796,35786,47.79,1825,08-May-03,Indian Space Research Organization (ISRO),India,GSLV D2,Other,13.9,80.4
Cape Canaveral,ABS-2A,NR (6/16),USA,Asia Broadcast Satellite Ltd.,Commercial,Communications,GEO,35700,35700,35700,47.7,1800,15-Jun-16,Boeing Satellite Systems,USA,Falcon 9,Falcon,28.5,-81
Baikonur Cosmodrome,Electro-L2 ,NR (1/16),USA, Roshydromet - Planeta,Government,Earth Observation,GEO,35694,35815,35755,47.75,1800,11-Dec-15,Lavochkin,Russia,Zenit,Other,45.6,63.4
Guiana Space Center,Brazilsat B-2 (Brasilsat B-2),Brazil,USA,Star One (SES [Soci_t_ Europ_enne des Satellites (SES)]),Commercial/Military,Communications,GEO,35776,35797,35787,47.79,1780,28-Mar-95,Boeing Satellite Systems,USA,Ariane 44LP,Ariane,5.2079,-52.7724
Guiana Space Center,Brazilsat B-3 (Brasilsat B-3),Brazil,USA,Star One (SES [Soci_t_ Europ_enne des Satellites (SES)]),Commercial,Communications,GEO,35769,35803,35786,47.79,1780,04-Feb-98,Boeing Satellite Systems,USA,Ariane 44LP,Ariane,5.2079,-52.7724
